lang_description,lang_code,constant_name,definition
Korean,kr,Please enter the password,새 암호를 입력하십시오
Korean,kr,Please fill in credit information and send for review.,신용 정보를 입력하고 검토를 위해 보내주십시오.
Korean,kr,Please Fill the Check Number,확인 번호를 입력하십시오
Korean,kr,Please Fill the Check/Ref Number,확인 / 참조 번호를 입력하십시오.
Korean,kr,Please Fill the Date,날짜를 입력하십시오
Korean,kr,Please Fill the Payment Amount,급여 합계를 입력하십시오
Korean,kr,Please Fill the Payment Category,지불 카테고리를 입력하십시오
Korean,kr,Please Fill the Payment From,지불 소스를 입력하십시오
Korean,kr,Please Fill the Post To Date,포스트를 최신으로 채우십시오.
Korean,kr,Please fill them in before continuing.,계속하기 전에 입력하십시오.
Korean,kr,Please indicate visit reason,방문 사유를 표시하십시오.
Korean,kr,"Please input search criteria above, and click Submit to start report.",위의 검색 기준을 입력하고 제출을 클릭하여 보고서를 시작하십시오.
Korean,kr,"Please input search criteria above, and click Submit to view results.",위의 검색 기준을 입력하고 제출을 클릭하여 결과를보십시오.
Korean,kr,"Please input search criteria above, and click Submit to view results. (Results will be displayed in a pop up window)",위의 검색 기준을 입력하고 제출을 클릭하여 결과를보십시오. (결과는 팝업 창에 표시됩니다)
Korean,kr,Please login again.,다시 로그인하십시오
Korean,kr,"Please note that this can take a very long time, up to several minutes, your web browser may not appear very active during this time but generating a bill is a  complicated process and your web browser is merely waiting for more information.",이 작업은 매우 오랜 시간이 소요될 수 있습니다. 최대 몇 분이 걸릴 수도 있지만이 시간에는 웹 브라우저가 활발하게 나타나지 않을 수도 있지만 청구서를 작성하는 것은 복잡한 과정이며 웹 브라우저는 단지 더 많은 정보를 기다리고있을뿐입니다.
Korean,kr,Please Note: constants are case sensitive and any string is allowed.,주의 : 상수는 대소 문자를 구별하며 임의의 문자열이 허용됩니다.
Korean,kr,Please only use alphabetic characters,알파벳 만
Korean,kr,Please only use alphabetic characters with no spaces,공백없이 알파벳 만
Korean,kr,Please pay this amount,이 합계액을 지불하십시오
Korean,kr,Please place your install files in following directory,설치 파일을 지정된 디렉토리에 설치하십시오
Korean,kr,Please provide a valid e-mail address to proceed,계속 진행하려면 유효한 이메일 주소를 입력하십시오.
Korean,kr,Please provide a valid email address,올바른 이메일 주소를 입력하십시오.
Korean,kr,Please refer to,참조하십시오
Korean,kr,Please reset the password.,암호를 재설정하십시오
Korean,kr,Please restart the apache server before playing with de-identification,신원을 확인하지 않고 재생하기 전에 아파치 서버를 다시 시작하십시오.
Korean,kr,Please return this bottom part with your payment,지불시이 하단 부분을 반환하십시오.
Korean,kr,Please see http://www.open-emr.org/wiki/index.php/LBV_Forms for more on this topic,이 주제에 대한 자세한 내용은 http://www.open-emr.org/wiki/index.php/LBV_Forms를 참조하십시오.
Korean,kr,Please see the attached PDF.,첨부 된 PDF를 참조하십시오.
Korean,kr,Please Select,선택하세요
Korean,kr,Please select a format,형식을 선택하십시오.
Korean,kr,Please select a language,언어를 선택하십시오
Korean,kr,Please Select a Patient.,환자를 선택하십시오
Korean,kr,"Please select a Primary Business Entity facility with 'Tax ID' as your facility Tax ID. If you are an individual practitioner, use your tax id. This is used for identifying you in the NewCrop system.",귀하의 시설 세금 ID로 '세금 ID'가있는 1 차 사업자 시설을 선택하십시오. 개인 실무자 인 경우 세금 ID를 사용하십시오. 이것은 NewCrop 시스템에서 사용자를 식별하는 데 사용됩니다.
Korean,kr,"Please select a Primary Business Entity facility with \'Tax ID\' as your facility Tax ID. If you are an individual practitioner, use your tax id. This is used for identifying you in the NewCrop system.",귀하의 시설 세금 ID로 \ '세금 ID \'가있는 기본 비즈니스 엔티티 시설을 선택하십시오. 개인 실무자 인 경우 세금 ID를 사용하십시오. 이것은 NewCrop 시스템에서 사용자를 식별하는 데 사용됩니다.
Korean,kr,Please select a procedure provider,프로 시저 공급자를 선택하십시오.
Korean,kr,Please Select A Recipient,수신자를 선택하십시오
Korean,kr,Please select a start date and end date,시작일과 종료일을 선택하십시오
Korean,kr,Please select a valid recipient,올바른 수신자를 선택하십시오.
Korean,kr,Please Select an Active Group,활성 그룹을 선택
Korean,kr,Please select an adjustment reason for code ,코드의 조정 이유를 선택하십시오.
Korean,kr,Please select an event,이벤트를 선택하십시오
Korean,kr,Please select any Search Option.,검색 옵션을 선택하십시오.
Korean,kr,Please select at least one criteria to download,다운로드 기준을 하나 이상 선택하십시오.
Korean,kr,Please select at least one patient.,환자를 한 명 이상 선택하십시오.
Korean,kr,Please select at least one prescription!,적어도 하나의 처방전을 선택하십시오!
Korean,kr,Please select encounter,만남을 선택하십시오.
Korean,kr,Please select From date,날짜를 선택하십시오.
Korean,kr,Please select image procedure,이미지 절차를 선택하십시오
Korean,kr,Please select the desired pages to copy or forward:,복사 또는 전달할 원하는 페이지를 선택하십시오.
Korean,kr,Please Select the Payment Method,지불 방법을 선택하십시오.
Korean,kr,Please select To date,날짜를 선택하십시오.
Korean,kr,Please Select Type Of Payment.,지불 유형을 선택하십시오.
Korean,kr,Please select visit category,방문 카테고리를 선택하십시오.
Korean,kr,"Please select X12 partner, required to create the 270 batch",270 일괄 처리를 생성하는 데 필요한 X12 파트너를 선택하십시오.
Korean,kr,Please set,설정하십시오
Korean,kr,Please set de_identification_config variable back to zero,de_identification_config 변수를 다시 0으로 설정하십시오.
Korean,kr,Please set pharmacy in patient\'s chart!,환자의 차트에 약국을 설정하십시오!
Korean,kr,Please Specify at least One Direct Address,하나 이상의 직접 주소를 지정하십시오.
Korean,kr,Please start new De Identification process,새로운 신분 확인 절차를 시작하십시오.
Korean,kr,"Please upgrade OpenEMR Database to include De Identification procedures, function, tables","De Identification 절차, 기능, 테이블을 포함하도록 OpenEMR Database를 업그레이드하십시오"
Korean,kr,Please view De Identification error log table for more details,자세한 내용은 De Identification 오류 로그 표를 참조하십시오.
Korean,kr,Please visit De Identification screen after some time,잠시 후 De Identification 화면을 방문하십시오.
Korean,kr,Please visit Re Identification screen after some time,잠시 후 다시 확인 화면을 방문하십시오.
Korean,kr,Please visit the screen after some time,잠시 후 화면을 방문하십시오.
Korean,kr,Please wait...,잠시만 기다려주십시오 ...
Korean,kr,Plot item,플롯 항목
Korean,kr,Plot selected Items,선택한 항목 플롯
Korean,kr,Plural,여러
Korean,kr,plus 1 year,1 년 더하기
Korean,kr,plus 2 years,2 년 더하기
Korean,kr,plus 3 years,3 년 더하기
Korean,kr,PM,오후
Korean,kr,PM Program,PM 프로그램
Korean,kr,PMH,PMH
Korean,kr,PMH Dx,PMH Dx
Korean,kr,PMH{{Past Medical History}},PMH {{과거 병력}}
Korean,kr,PMSFH Panel,PMSFH 패널
Korean,kr,PMSFH{{Abbreviation for Past medical Surgical Family and Social History}},PMSFH {{과거 의료 외과 가족 및 사회 역사의 약어}}
Korean,kr,Pmt Method,Pmt 방법
Korean,kr,PND,PND
Korean,kr,Pneumococcal Conjugate 1,Pneumococcal Conjugate 1
Korean,kr,Pneumococcal Conjugate 2,Pneumococcal Conjugate 2
Korean,kr,Pneumococcal Conjugate 3,Pneumococcal Conjugate 3
Korean,kr,Pneumococcal Conjugate 4,Pneumococcal Conjugate 4
Korean,kr,Pneumococcal Vaccine,폐렴 구균 백신
Korean,kr,Pneumonia Vaccination,폐렴 예방 접종
Korean,kr,Pneumonia Vaccination Status for Older Adults,고령자를위한 폐렴 예방 접종 상태
Korean,kr,Pneumonia Vaccination Status for Older Adults (CQM),고령자를위한 폐렴 예방 접종 현황 (CQM)
Korean,kr,Podiatric,발바닥
Korean,kr,Podiatry,발병학
Korean,kr,POH{{Past Ocular History}},POH {{과거 안과 기록}}
Korean,kr,Point of Service (POS),POS (Point of Service)
Korean,kr,Policy,정책
Korean,kr,Policy Begin Date,정책 시작 날짜
Korean,kr,Policy effective date,정책 시행일
Korean,kr,Policy No,정책 번호
Korean,kr,Policy Number,정책 번호
Korean,kr,Polish,폴란드
Korean,kr,Polydypsia,폴리 립 시아
Korean,kr,Polygon,다각형
Korean,kr,Polyps,폴립
Korean,kr,Polyuria,다뇨증
Korean,kr,Poor Appetite,불쌍한 식욕
Korean,kr,Poor Circulation,불쌍한 순환
Korean,kr,Poor Hearing,불쌍한 청력
Korean,kr,Pop Out Full Screen.,풀 스크린 팝 아웃.
Korean,kr,Pop ups need to be enabled to see these reports,이러한 보고서를 보려면 팝업을 활성화해야합니다.
Korean,kr,Populate Fee Sheet,요금 표 채우기
Korean,kr,Populate the year view with events?,연간보기에 이벤트를 채우시겠습니까?
Korean,kr,Popups,팝업
Korean,kr,Port,포트
Korean,kr,Portal,포털
Korean,kr,Portal Activity,포털 활동
Korean,kr,Portal Dashboard,포털 대시 보드
Korean,kr,Portal ID,포털 ID
Korean,kr,Portal ID does not match request from portal!,포털 ID가 요청한 포털과 일치하지 않습니다
Korean,kr,Portal Only,포털 전용
Korean,kr,Portal password is missing,포털 암호가 없습니다
Korean,kr,Portal Requests,포털 요청
Korean,kr,Portal Uses Server Base Path (internal),포털은 서버 기본 경로를 사용합니다 (내부).
Korean,kr,Portrait,세로
Korean,kr,Portuguese,포르투갈 인
Korean,kr,Portuguese (Brazilian),브라질 인
Korean,kr,Portuguese (European),포르투갈 인 (유럽계)
Korean,kr,POS Code,POS Code
Korean,kr,Position,위치
Korean,kr,Position of Gaze,시선의 위치
Korean,kr,Positive,긍정적
Korean,kr,Positives,긍정적
Korean,kr,Possible,가능한
Korean,kr,Post Date,게시일
Korean,kr,Post For,투고 처
Korean,kr,Post Nasal Drip,비강 물방울
Korean,kr,Post Payment,후 지불
Korean,kr,Post Payments,우편환
Korean,kr,Post surgical,수술 후
Korean,kr,Post to accounting and mark as billed,회계에 게시하고 청구서로 표시
Korean,kr,Post To Date,게시 날짜
Korean,kr,Post To Date Cannot be greater than Today,포스트 투데이는 오늘보다 클 수 없습니다.
Korean,kr,Post To Date Must be greater than the Financial Close Date.,Post To Date 재무 마감일보다 커야합니다.
Korean,kr,Post-Abortion Care,낙태 후 관리
Korean,kr,Post-Abortion Contraception,낙태 후 피임
Korean,kr,Post-Abortion Counseling,낙태 후 상담
Korean,kr,Post-Abortion Followup,후 유산 후속 조치
Korean,kr,Postal,우편
Korean,kr,Postal Code,우편 번호
Korean,kr,Postal code,우편 번호
Korean,kr,Postal Code and Box Number,우편 번호 및 박스 번호
Korean,kr,PostCalendar,포스트 캘린더
Korean,kr,PostCalendar Administration,PostCalendar 관리
Korean,kr,PostCalendar Category Settings,PostCalendar 카테고리 설정
Korean,kr,PostCalendar Global Settings,PostCalendar 전역 설정
Korean,kr,Postcard,엽서
Korean,kr,POSTCARD,엽서
Korean,kr,Postcard printed by,인쇄 엽서
Korean,kr,Postcards,엽서
Korean,kr,Posted on,에 게시 됨
Korean,kr,Posterior Segment,후방 분절
Korean,kr,Posting,전기
Korean,kr,Posting Date,투고 일
Korean,kr,post{{posterior}},게시물 {{posterior}}
Korean,kr,Pos{{Abbreviation for Position}},순위 {{Position의 약자}}
Korean,kr,POS{{Past Ocular Surgery}},POS {{과거 안과 수술}}
Korean,kr,Potential Acuity,잠재적 인 시력
Korean,kr,Potential Acuity Meter,잠재적 인 시력 측정기
Korean,kr,Powered by,Powered by
Korean,kr,PPE + Prev Med/Surg Hx,PPE + 이전 Med / Surg Hx
Korean,kr,PQRI,PQRI
Korean,kr,PQRI Registry ID,PQRI 레지스트리 ID
Korean,kr,PQRI Registry Name,PQRI 레지스트리 이름
Korean,kr,Practice,교련
Korean,kr,Practice Default Setting,교련 기본 설정
Korean,kr,Practice Settings,교련 설정
Korean,kr,Practice Settings (practice),연습 설정 (연습)
Korean,kr,Practitioner,교련들
Korean,kr,Pre Participation Assessment,사전 참여 평가
Korean,kr,Pre Pay,선불
Korean,kr,Pre Payment,사전 지불
Korean,kr,Pre-Abortion Consultation,낙태 전의 상담
Korean,kr,Pre-Abortion Counseling,사전 낙태 카운셀링
Korean,kr,Pre-payment Amount,선불 금액
Korean,kr,Pref Cat,Pref Cat
Korean,kr,Preference,설정
Korean,kr,Preferences,설정
Korean,kr,Preferences updated successfully,환경 설정이 성공적으로 업데이트되었습니다.
Korean,kr,Preferred Event Category,우선 이벤트 카테고리
Korean,kr,Preferred Language,기본 언어
Korean,kr,Preferred Pharmacy,우선 약국
Korean,kr,Preferred Provider Organization (PPO),우선 공급자 조직 (PPO)
Korean,kr,Preg Test,예식 테스트
Korean,kr,Preliminary,예비
Korean,kr,Preparing To Run Report,보고서 실행 준비
Korean,kr,Prepay,선납
Korean,kr,Prescription,처방
Korean,kr,prescription has reached its limit of,처방전은 그 한계에 도달했습니다
Korean,kr,Prescription History,처방 내역
Korean,kr,Prescription History import successfully completed,처방 내역 가져 오기가 완료되었습니다
Korean,kr,Prescription Label,조제 라벨
Korean,kr,Prescription Report,처방 보고서
Korean,kr,Prescription successfully removed.,처방전이 성공적으로 제거되었습니다.
Korean,kr,Prescription Transmit Review,처방전 전달 검토
Korean,kr,Prescriptions,처방전
Korean,kr,"Prescriptions (write,addonly optional)","처방전 (쓰기, 선택 추가)"
Korean,kr,Prescriptions and Dispensations,처방전 및 배포
Korean,kr,Prescriptions and other referrals,처방전 및 기타 추천
Korean,kr,Prescriptions and/or referrals by specialist,전문가의 처방전 및 / 또는 추천
Korean,kr,Prescriptions Report,처방전 보고서
Korean,kr,Prescriptions/Referrals,처방전 / 소개
Korean,kr,Present,선물
Korean,kr,Presenting Complaint,불만 제기
Korean,kr,Presenting Issue(s),발표 이슈
Korean,kr,Press Continue to proceed,진행하려면 계속을 누릅니다.
Korean,kr,Press this icon to build your Impression/Plan.,인상 / 계획을 수립하려면이 아이콘을 누르십시오.
Korean,kr,Presumed Diagnosis,추정 된 진단
Korean,kr,Presumed diagnosis by specialist,전문의에 의한 추정 진단
Korean,kr,Prev,예전
Korean,kr,Prev Med/Surg Hx,이전 Med / Surg Hx
Korean,kr,Prev. month (hold for menu),이전 달 (메뉴 보류)
Korean,kr,Prev. year (hold for menu),이전 년 (메뉴 보류)
Korean,kr,Preventative Care,예방 치료
Korean,kr,Prevention Rehab,예방 재활
Korean,kr,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention (CQM),예방 적 배려 및 스크리닝 : 담배 사용 : 스크리닝 및 중지 중재 (CQM)
Korean,kr,Preview Event,이벤트 미리보기
Korean,kr,Preview file,미리보기 파일
Korean,kr,Preview not available for this document type,이 문서 유형에는 미리보기를 사용할 수 없습니다.
Korean,kr,Preview of,미리보기
Korean,kr,Previous,전
Korean,kr,Previous Consultations,이전 상담
Korean,kr,Previous Day,전날
Korean,kr,Previous History/Screening,이전 기록 / 상영
Korean,kr,Previous Month,지난달
Korean,kr,Previous Week,지난주
Korean,kr,Price,가격
Korean,kr,Price changed,가격 변경됨
Korean,kr,Price Discounting,가격 할인
Korean,kr,Price Level,가격 수준
Korean,kr,Price level changed,가격 수준 변경됨
Korean,kr,Price Level:,가격 수준:
Korean,kr,Pricelevel,가격 수준
Korean,kr,Prices,물가
Korean,kr,Primary,행성
Korean,kr,Primary Business Entity,1 차 사업자
Korean,kr,Primary Business Entity tax id is used as account id for NewCrop ePrescription. Changing the facility will affect the working in NewCrop.,기본 비즈니스 엔티티 세금 ID는 NewCrop ePrescription의 계정 ID로 사용됩니다. 시설을 변경하면 NewCrop에서의 작업에 영향을줍니다.
Korean,kr,Primary Business Entity tax id is used as the account id for NewCrop ePrescription.,기본 비즈니스 엔티티 세금 ID는 NewCrop ePrescription의 계정 ID로 사용됩니다.
Korean,kr,Primary Care,일차 진료
Korean,kr,Primary Care Provider,1 차 진료 제공자
Korean,kr,Primary Facility City,1 차 시설 도시
Korean,kr,Primary Facility Country code,1 차 설비 국가 코드
Korean,kr,Primary Facility State,1 차 설비 국가
Korean,kr,Primary Facility Street Address,1 차 시설 주소
Korean,kr,Primary Facility Zip Code,1 차 시설 우편 번호
Korean,kr,Primary Ins,기본 기능
Korean,kr,Primary Insurance,1 차 보험
Korean,kr,Primary Insurance Data,1 차 보험 데이터
Korean,kr,Primary Insurance Provider,1 차 보험 제공자
Korean,kr,Primary Provider,주 공급자
Korean,kr,Print,인쇄
Korean,kr,Print (HTML),인쇄 (HTML)
Korean,kr,Print (PDF),인쇄 (PDF)
Korean,kr,Print Amendments,수정안 인쇄
Korean,kr,Print Any Encounter,모든 인카운터 인쇄
Korean,kr,Print Blank Referral Form,빈 추천 양식 인쇄
Korean,kr,Print Command,인쇄 명령
Korean,kr,Print Custom Message,사용자 정의 메시지 인쇄
Korean,kr,Print Date,인쇄 날짜
Korean,kr,Print End of Day Report 1,하루 종일 보고서 인쇄 1
Korean,kr,Print End of Day Report 2,하루 종일 보고서 인쇄 2
Korean,kr,Print End of Day Report 3,하루 종일 보고서 인쇄 3
Korean,kr,Print Entire Listing,전체 목록 인쇄
Korean,kr,Print Format,인쇄 형식
Korean,kr,Print Four Panel,네 개의 패널 인쇄
Korean,kr,Print Ledger,원장 인쇄
Korean,kr,Print locally,로컬 인쇄
Korean,kr,Print message,메시지 인쇄
Korean,kr,Print Multiple,여러 장 인쇄
Korean,kr,Print Multiple To Fax,팩스로 여러 번 인쇄
Korean,kr,"Print name, sign and date.","이름, 서명 및 날짜를 ??인쇄하십시오."
Korean,kr,Print Notes,인쇄 노트
Korean,kr,Print Page 1,인쇄 페이지 1
Korean,kr,Print Page 2,인쇄 페이지 2
Korean,kr,Print Patient Address Label,환자 주소 라벨 인쇄
Korean,kr,Print Patient Billing Note,환자 청구서 인쇄 참고
Korean,kr,Print Receipts by Provider,공급자 별 영수증 인쇄
Korean,kr,Print Record,인쇄 기록
Korean,kr,Print remotely,원격 인쇄
Korean,kr,Print Report,보고서 인쇄
Korean,kr,Print Selected Statements,선택한 문 인쇄
Korean,kr,Print Shot Record,인쇄 샷 기록
Korean,kr,Print the Next Appointment on the Bottom of the Ledger,원장 하단에 다음 약속을 인쇄하십시오.
Korean,kr,Print This Encounter,이 만남을 인쇄하십시오
Korean,kr,Print this form,이 양식을 인쇄하십시오.
Korean,kr,Print this note,이 메모 인쇄
Korean,kr,Print This Note,이 메모 인쇄
Korean,kr,Print To,인쇄 대상
Korean,kr,Print To Fax,팩스로 인쇄
Korean,kr,Print View,인쇄보기
Korean,kr,printable,인쇄 가능
Korean,kr,Printable Version,인쇄보기
Korean,kr,Printed,인쇄 된
Korean,kr,Printer,인쇄기
Korean,kr,Printing Log Option,인쇄 로그 옵션
Korean,kr,Printing results:,결과 인쇄 :
Korean,kr,Printing skipped; see test output in,인쇄가 생략되었습니다. 에서 테스트 결과보기
Korean,kr,Printing skipped; see test output in ,인쇄가 생략되었습니다. 에서 테스트 결과보기
Korean,kr,Prints the CMS 1500 on the Preprinted form,양식이 인쇄 된 CMS 1500을 인쇄합니다.
Korean,kr,Prior Auth,사전 승인
Korean,kr,Prior Authorization Form,사전 승인 양식
Korean,kr,Prior Exam,사전 시험
Korean,kr,Prior Eye Meds,이전의 눈 Meds
Korean,kr,Prior IMP/PLAN,사전 IMP / PLAN
Korean,kr,Prior Visit,사전 방문
Korean,kr,Prior Visits,이전 방문
Korean,kr,Priority,우선 순위
Korean,kr,Priority ,우선 순위
Korean,kr,Prism,프리즘
Korean,kr,Prism Diopters,프리즘 디옵터
Korean,kr,Prison Correctional Facility,교도소 교정 시설
Korean,kr,Private,은밀한
Korean,kr,Problem,문제
Korean,kr,Problem DX,문제 DX
Korean,kr,Problem List,문제 목록
Korean,kr,Problems,문제들
Korean,kr,Problems/Issues,문제점 / 문제점
Korean,kr,Proc Bat,프록터 박쥐
Korean,kr,Proc Cat,Proc Cat
Korean,kr,Proc Load,Proc로드
Korean,kr,Proc Pending Rev,Proc 보류중인 Rev
Korean,kr,Proc Prov,Proc Prov
Korean,kr,Proc Res,Proc Res
Korean,kr,Procedure,순서
Korean,kr,Procedure Body Sites,절차 본문 사이트
Korean,kr,Procedure Boolean Results,프로 시저 부울 결과
Korean,kr,Procedure Code,절차 코드
Korean,kr,Procedure Codes,절차 코드
Korean,kr,Procedure Lateralities,절차 측면
Korean,kr,Procedure Name,프로 시저 이름
Korean,kr,Procedure Order,절차 명령
Korean,kr,Procedure order,절차 순서
Korean,kr,Procedure Order for,주문 절차
Korean,kr,Procedure order not found,프로 시저 순서를 찾을 수 없습니다.
Korean,kr,Procedure Orders and Reports,절차 주문서 및 보고서
Korean,kr,Procedure Picker,프로 시저 선택기
Korean,kr,Procedure provider,프로 시저 공급자
Korean,kr,Procedure Provider,프로 시저 공급자
Korean,kr,Procedure Providers,프로 시저 공급자
Korean,kr,Procedure Report,절차 보고서
Korean,kr,Procedure Report Statuses,프로 시저 보고서 상태
Korean,kr,Procedure Result Abnormal,절차 결과 비정상
Korean,kr,Procedure Result Statuses,절차 결과 상태
Korean,kr,Procedure Results,절차 결과
Korean,kr,Procedure Routes,프로 시저 경로
Korean,kr,Procedure Specimen Types,절차 표본 유형
Korean,kr,Procedure Statistics Report,절차 통계 보고서
Korean,kr,Procedure Type,절차 유형
Korean,kr,Procedure Types,프로 시저 유형
Korean,kr,Procedure Units,절차 단위
Korean,kr,Procedure/Service,절차 / 서비스
Korean,kr,Procedures,처리
Korean,kr,Proceeding to Preferences,환경 설정 진행
Korean,kr,Process,방법
Korean,kr,Process and Send Reminders,미리 알림 처리 및 보내기
Korean,kr,Process ERA File,ERA 파일 처리
Korean,kr,Process New Files,새 파일 처리
Korean,kr,Process new files for CSV records,CSV 레코드 용 새 파일 처리
Korean,kr,Process Reminders,프로세스 미리 알림
Korean,kr,Process takes some time,프로세스에 약간의 시간이 걸립니다.
Korean,kr,Processed,처리됨
Korean,kr,Processed By,처리자
Korean,kr,Processed Date,처리 일자
Korean,kr,processed successfully,성공적으로 처리했다.
Korean,kr,Processing,가공
Korean,kr,Processing and Sending Patient Reminders,환자 알리미 처리 및 전송
Korean,kr,Processing format,처리 형식
Korean,kr,Processing Patient Reminders,환자 알림 처리
Korean,kr,Processing Time,처리 시간
Korean,kr,Product,생성물
Korean,kr,Product added,추가 된 제품
Korean,kr,Product Contraceptive Method,제품 피임 방법
Korean,kr,Product deleted,제품이 삭제되었습니다.
Korean,kr,Production,생산
Korean,kr,Products,제작품
Korean,kr,Products but no prescription drugs and no templates,제품은 있지만 처방약은없고 템플릿도 없습니다.
Korean,kr,Products Provided,제공되는 제품
Korean,kr,Prof.,교수.
Korean,kr,Profile,윤곽
Korean,kr,Profile Demographics,프로필 인구 통계
Korean,kr,Profiles,프로필
Korean,kr,Prog.{{Progressive lenses}},프로 그램 {{프로 그레시브 렌즈}}
Korean,kr,Progress,진행
Korean,kr,Progress Notes,진행 노트
Korean,kr,Progressive,프로그레시브
Korean,kr,Properties,속성
Korean,kr,Prostate Cancer,전립선 암
Korean,kr,Prostate Cancer Screening,전립선 암 검열
Korean,kr,Prostate Exam,전립선 암 검사
Korean,kr,Prostate Problems,전립선 문제
Korean,kr,"Prostate w/o enlrgmt, nodules, tender","전립선 비대증, 결절, 부드러운"
Korean,kr,Protection Indicator,보호 표시기
Korean,kr,Protection Indicator Effective Date,보호 표시 유효 날짜
Korean,kr,Protocol,실험 계획안
Korean,kr,Provide absolute path,절대 경로 제공
Korean,kr,Provide absolute path of file,파일의 절대 경로 제공
Korean,kr,Provide clinical summaries for patients for each office visit (New).,각 방문 환자의 임상 요약을 제공합니다 (신규).
Korean,kr,Provide clinical summaries for patients for each office visit.,각 방문 환자의 임상 요약을 제공하십시오.
Korean,kr,"Provide patients with an electronic copy of their health information (including diagnostic test results, problem list, medication lists, medication allergies), upon request.","요청에 따라 환자에게 건강 진단 정보 (진단 검사 결과, 문제 목록, 약물 목록, 약물 알레르기 포함)의 전자 사본을 제공하십시오."
Korean,kr,"Provide patients with timely electronic access to their health information (including lab results, problem list, medication lists, medication allergies) within four business days of the information being available to the EP.","EP에 정보가 제공된 후 영업일 기준 4 일 이내에 환자에게 건강 정보 (실험실 결과, 문제 목록, 약물 목록, 약물 알레르기 포함)에 대한 적시 전자 액세스를 제공하십시오."
Korean,kr,Provide Records to Patient for Visit,방문 환자 기록 제공
Korean,kr,Provide valid Email Address,유효한 이메일 주소 제공
Korean,kr,Provided Clinical Summary?,제공된 임상 요약?
Korean,kr,Provided Education Resource(s)?,제공된 교육 자료?
Korean,kr,Provider,공급자
Korean,kr,Provider Access,제공자 액세스
Korean,kr,Provider Dashboard,공급자 대시 보드
Korean,kr,Provider Id,제공 업체 ID
Korean,kr,Provider ID,제공 업체 ID
Korean,kr,Provider ID at Specified Facility,특정 시설의 제공자 ID
Korean,kr,Provider Matching Errors,공급자 일치 오류
Korean,kr,provider name,공급자 이름
Korean,kr,"Provider not available, please choose another.",제공 업체를 사용할 수 없으므로 다른 업체를 선택하십시오.
Korean,kr,"Provider not available, use it anyway?",공급자를 사용할 수 없으므로 어쨌든 사용 하시겠습니까?
Korean,kr,Provider Number,공급자 번호
Korean,kr,Provider Number (Type),공급자 번호 (유형)
Korean,kr,Provider Qualifier Code,제공자 한정자 코드
Korean,kr,Provider Relationship,공급자 관계
Korean,kr,Provider Type,제공자 유형
Korean,kr,Provider/Warehouse,공급자 / 창고
Korean,kr,Provider:,공급자:
Korean,kr,Providers,제공 업체
Korean,kr,Providers NPI,NPI 제공 업체
Korean,kr,Providers See Entire Calendar,전체 일정보기
Korean,kr,Prv,Prv
Korean,kr,PSA,PSA
Korean,kr,Psoriasis,건선
Korean,kr,Psych,Psych
Korean,kr,Psych Diagnosis,정신 건강 진단
Korean,kr,Psych Medication,정신 약물 치료
Korean,kr,Psychiatric,정신과의
Korean,kr,Psychiatric Brief Letter,정신과 간단한 편지
Korean,kr,Psychiatric Diagnosis,정신과 진단
Korean,kr,Psychiatric Examination,정신과 검사
Korean,kr,Psychiatric Facility-Partial Hospitalization,정신과 적 시설 - 부분 입원
Korean,kr,Psychiatric History,정신과 학사
Korean,kr,Psychiatric Intake,정신 의학적 섭취
Korean,kr,Psychiatric Medication,정신 의학
Korean,kr,Psychiatric Residential Treatment Center,정신과 주거 치료 센터
Korean,kr,Psych{{psychiatric}},정신과 의사 {{정신과}}
Korean,kr,PSYCH{{Psychiatry}},시시 ({Psychiatry}}
Korean,kr,Pt %,Pt %
Korean,kr,Pt Notes,Pt 노트
Korean,kr,Pt Notes/Auth,Pt Notes / Auth
Korean,kr,Pt overpaid,Pt 초과 지불
Korean,kr,Pt Paid,유료 Pt
Korean,kr,Pt Rec Request,Pt Rec 요청
Korean,kr,Pt refund,Pt 환불
Korean,kr,Pt released,Pt 릴리스
Korean,kr,Pt Report,Pt 보고서
Korean,kr,"PT Student, or leave blank","PT 학생, 또는 비워 두십시오."
Korean,kr,PT_CITY,PT_CITY
Korean,kr,PT_DOB,PT_DOB
Korean,kr,PT_EMAIL,PT_EMAIL
Korean,kr,PT_FNAME,PT_FNAME
Korean,kr,PT_LNAME,PT_LNAME
Korean,kr,PT_MNAME,PT_MNAME
Korean,kr,PT_PHONE_CELL,PT_PHONE_CELL
Korean,kr,PT_PHONE_HOME,PT_PHONE_HOME
Korean,kr,PT_POSTAL,PT_POSTAL
Korean,kr,PT_SSN,PT_SSN
Korean,kr,PT_STATE,PT_STATE
Korean,kr,PT_STREET,PT_STREET
Korean,kr,Pubid,후드
Korean,kr,Public,공공의
Korean,kr,Public Agency,공공 기관
Korean,kr,Public Health Clinic,보건소
Korean,kr,Public health physician,공중 보건 의사
Korean,kr,Public Health Service (PHS) or Other Federal Agency,공중 보건 서비스 (PHS) 또는 기타 연방 기관
Korean,kr,Public Patient Id,공개 환자 ID
Korean,kr,Publicity Code,홍보 코드
Korean,kr,Publicity Code Effective Date,홍보 강령 발효 일
Korean,kr,Publish,게시
Korean,kr,Publish Patient to FHIR Server,환자를 FHIR 서버에 게시하십시오.
Korean,kr,Pubpid,공평한
Korean,kr,Puerto Rican,푸에르토 리코
